title,avg_rating,voted_by,genre
Green Paw Adventures Nepal,5.0,1,Multi-day Tours • Climbing Tours
Dambar International,5.0,1,Cultural Tours • Shopping Tours
Koili Tours,5.0,1,Parasailing & Paragliding • Helicopter Tours
Himalayan Inn Treks and Expedition Pvt Ltd,5.0,1,Multi-day Tours • Adrenaline & Extreme Tours
Craft Cave Centre,5.0,1,Speciality & Gift Shops
Alpwander_Adventures,5.0,1,Multi-day Tours • Adrenaline & Extreme Tours
Himalayan Footsteps Travel and Tour PvtLtd,5.0,1,Hiking & Camping Tours
Everest Pashmina Store,5.0,1,Speciality & Gift Shops
Susan Manandhar,5.0,1,Multi-day Tours • Private Tours
Mountain Buddha Holidays,5.0,1,"4WD, ATV & Off-Road Tours • Taxis & Shuttles"
Nepal Car Rent,5.0,1,Taxis & Shuttles
Hamro Hastakala,5.0,1,Speciality & Gift Shops • Antique Shops
Shikhar Adventure,5.0,1,Multi-day Tours • Hiking & Camping Tours
Zen Adventure Holidays,5.0,1,Cultural Tours • Historical & Heritage Tours
Shangri La Journeys,5.0,1,Multi-day Tours • Cultural Tours
Himalayan Yoga Academy,5.0,1,Yoga & Pilates
More Than Mountain Treks,5.0,1,"4WD, ATV & Off-Road Tours • Helicopter Tours"
Gorkha Treks,5.0,1,Hiking & Camping Tours • Nature & Wildlife Tours
Barefoot Adventures,5.0,1,Multi-day Tours • River Rafting & Tubing
Mayur Adventures,5.0,1,City Tours • Multi-day Tours
Freelancer trekking,5.0,1,"4WD, ATV & Off-Road Tours • Walking Tours"
Adler Adventure Trekking,5.0,1,Multi-day Tours • Cultural Tours
Nepal Travels Expedition Pvt Ltd,5.0,1,Parasailing & Paragliding • River Rafting & Tubing
Everest Holiday Adventure,5.0,1,Helicopter Tours • Climbing Tours
Pashmina In Nepal,5.0,1,Speciality & Gift Shops
SAN TREKKING PVTLTD,5.0,1,Parasailing & Paragliding • Multi-day Tours
Bhimsen Travels,5.0,1,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Trips Himalaya,5.0,1,City Tours • Multi-day Tours
Sherpa World Adventure,5.0,1,Parasailing & Paragliding • Multi-day Tours
Arma Trek&Tours,5.0,1,Multi-day Tours • Private Tours
Waiba Adventure,5.0,1,Multi-day Tours • Walking Tours
Voyage De Himalayas,5.0,1,Sports Camps & Clinics • Horse-Drawn Carriage Tours
Nature Treks Himalayas,5.0,1,Multi-day Tours
Suman Khatiwada,5.0,1,Parasailing & Paragliding • Multi-day Tours
New Boudha Handicraft,5.0,1,Speciality & Gift Shops
Bergwandern Nepal,5.0,1,City Tours • Multi-day Tours
Cotton Mill Nepal,5.0,1,Speciality & Gift Shops
Karma Trek & Adventure Nepal PvtLtd,5.0,1,Parasailing & Paragliding • River Rafting & Tubing
Hikes Nepal,5.0,1,Parasailing & Paragliding • City Tours
Incredible Mountains,5.0,1,Sightseeing Tours • Hiking & Camping Tours
HimEX Nepal Pvt Ltd,5.0,1,Multi-day Tours • Hiking & Camping Tours
Aryatara Holidays,5.0,1,City Tours • Multi-day Tours
Nepaltrekstourcom,5.0,1,Multi-day Tours • Safaris
Holidays Destination Trekking & Expedition,5.0,6,Hiking & Camping Tours
Elite Himalayan Adventure,5.0,1,Climbing Tours • Hiking & Camping Tours
Together Nepal Tours,5.0,1,City Tours • Multi-day Tours
Yeti Mountain Home,5.0,1,Multi-day Tours • Walking Tours
Majestic Himalaya Treks & Expeditions,5.0,1,Multi-day Tours • Safaris
Himalaya Fair Reisen,5.0,1,Multi-day Tours • Hiking & Camping Tours
Himalayan Worldwide Treks & Expedition,5.0,1,Canyoning & Rappelling Tours • Taxis & Shuttles
Nepal Rafting Center,5.0,1,River Rafting & Tubing
Gantu Trip Planner,5.0,1,Multi-day Tours • Canyoning & Rappelling Tours
Himalayan Unforgettable Adventure,5.0,1,Multi-day Tours
Multiland Tours and Treks,5.0,1,Multi-day Tours • Canyoning & Rappelling Tours
Sunniva Travels and Tours,5.0,1,Multi-day Tours • Cultural Tours
Himalayan Quest Travel & Tourism - Day Tours,5.0,2,Private Tours
Everest Expeditions Nepal,5.0,5,City Tours • River Rafting & Tubing
Nepal Malaysia - Private Mountain Flight Tours,5.0,1,Private Tours • Air Tours
Unique Leather Collection,5.0,2,Speciality & Gift Shops
Nine Nepal,5.0,1,Taxis & Shuttles
Coretreks,5.0,1,Cultural Tours • Historical & Heritage Tours
Multi Land Private Day Tours,5.0,1,City Tours • Cultural Tours
Hello Travels,5.0,1,Parasailing & Paragliding • Sightseeing Tours
Hello Travels,5.0,1,Multi-day Tours • Climbing Tours
Nepal Experienced Adventure Treks,5.0,1,Cultural Tours • Walking Tours
Nepal Explorer,5.0,1,Multi-day Tours • Historical & Heritage Tours
Alternate Nepal Treks & Expeditions,5.0,1,Multi-day Tours • River Rafting & Tubing
Destination Holidays,5.0,8,Cultural Tours • Sightseeing Tours
Himalaya Range Adventures,5.0,1,Multi-day Tours • Climbing Tours
Sahara Holidays Nepal Treks & Expedition,5.0,1,City Tours • Multi-day Tours
Green Hearts,5.0,2,Spas
Drichu,5.0,1,Speciality & Gift Shops
Thrill Nepal Adventure trek and expedition Pvt Ltd,5.0,1,Multi-day Tours • Cultural Tours
FCube Cinemas,4.0,2,Movie Theaters
Folk Nepal,5.0,1,Speciality & Gift Shops
Heli Sight,5.0,1,Helicopter Tours • Sightseeing Tours
Lasermaxx Kathmandu,4.5,2,Game & Entertainment Centers
Adventure Jaljale Trekking & Expedition,5.0,1,Multi-day Tours • Sightseeing Tours
Guide in Nepal,5.0,1,Hiking & Camping Tours • Nature & Wildlife Tours
Mission Mountain - Private Day Tours,4.5,6,Helicopter Tours • Private Tours
Intrepid Nepal,5.0,1,Multi-day Tours
Beatific Slimming and Spa,5.0,1,Spas
Summit Reisen Nepal,5.0,1,Multi-day Tours • Hiking & Camping Tours
Himalayan Sherpa Journey,5.0,1,Multi-day Tours • Helicopter Tours
De Souvenir's,4.5,2,Speciality & Gift Shops
Sansui Treks & Expeditions,5.0,1,Multi-day Tours • Eco Tours
Shree Ganapati Jewellers,5.0,1,Speciality & Gift Shops
Mountain Brothers Treks,5.0,1,Sightseeing Tours • Hiking & Camping Tours
Khumbu Shangrila,5.0,1,Hiking & Camping Tours
Himalayan TrekNclimb,5.0,1,Climbing Tours
Absolute Adventure Treks Pvt Ltd,4.5,2,Hiking & Camping Tours
Withlocals,5.0,1,City Tours • Cultural Tours
Moodways Travel and Tours,5.0,1,Multi-day Tours • Cultural Tours
Namlotrek,5.0,1,Hiking & Camping Tours
Himalayan Bike Travel and Adventure,5.0,1,Multi-day Tours • Motorcycle Tours
Haven Retreat Spa & Salon,5.0,1,Spas
Wilderness Experience Pvt Ltd,5.0,1,Multi-day Tours • Climbing Tours
Himalayan Top Trekking,5.0,1,Multi-day Tours • Hiking & Camping Tours
Nepal Trekking Tourism And Adventure,5.0,8,Cultural Tours • Helicopter Tours
QFX Civil Mall,3.5,4,Movie Theaters
Twin Peaks Trek and Travel,5.0,1,Multi-day Tours • Hiking & Camping Tours
Zambala Thanka Treasure,4.0,2,Speciality & Gift Shops
Tea House Trek,5.0,1,Multi-day Tours
Himalaya Guide Chandra Gurung,5.0,3,Sightseeing Tours
Mata Laxmi Handicraft and Singing Bowl House,5.0,1,Speciality & Gift Shops
Pathfinder Expeditions Private Day Tours,4.5,2,Private Tours
Crank House,5.0,1,Bike Tours • Gear Rentals
Spring Rain Adventure,5.0,4,City Tours • Sightseeing Tours
The Trekking Brothers,5.0,4,Hiking & Camping Tours
Well Nepal Treks,5.0,39,"4WD, ATV & Off-Road Tours • Helicopter Tours"
Dragon Tourist Market Nepal Pvt Ltd,5.0,1,Shopping Tours
Karma Eco Adventure,5.0,5,City Tours • Hiking & Camping Tours
Nepali Food Cooking,5.0,2,Cooking Classes
Waypoint adventures pvt limited - Day Trips,5.0,1,Other Outdoor Activities
Yellow Swissa Treks & Raging River Runner,5.0,22,River Rafting & Tubing • Hiking & Camping Tours
Mayour Tailors,5.0,1,Speciality & Gift Shops
Jugal Himalayan Adventures,4.0,1,Parasailing & Paragliding • City Tours
My Asia Adventures,4.0,1,Multi-day Tours • Adrenaline & Extreme Tours
Altitude Randonnee Trekking,3.5,2,Multi-day Tours • Climbing Tours
Mountain Trotters Treks & Expedition Pvt Ltd,4.0,1,Parasailing & Paragliding • Multi-day Tours
Bisesh Treks and Adventure,4.0,1,Parasailing & Paragliding • River Rafting & Tubing
Kuniko Travel - Day Tours,5.0,1,Sightseeing Tours
Nep Travels & Expedition,5.0,4,City Tours • Multi-day Tours
Raaika Tours & Treks,4.0,1,City Tours • River Rafting & Tubing
Whitewater Madness,5.0,1,River Rafting & Tubing
POON HILL TREK,3.5,2,Parasailing & Paragliding • Multi-day Tours
Ex Gurkha Khukuri House,4.0,28,Speciality & Gift Shops
Gautam Holidays,5.0,7,"Cultural Tours • 4WD, ATV & Off-Road Tours"
Shishu Tours & Travel,3.5,3,Multi-day Tours • Private Tours
Sharma Tours & Travels Pvt  - Private Day Tours,5.0,1,Private Tours
FCI Heli Charter Services,5.0,1,Boat Tours
Frens Himalayan Travels & Treks,3.5,8,City Tours • River Rafting & Tubing
Great Nepal Treks and Expeditions,4.0,1,Cultural Tours • Nature & Wildlife Tours
Info Trekking Nepal,5.0,9,City Tours • River Rafting & Tubing
Harsha's Shiatsu,5.0,1,Spas
Rainbow Mountain Treks Pvt Ltd - Day Tours,5.0,5,River Rafting & Tubing • Historical & Heritage Tours
Incentive Holidays,5.0,4,City Tours • Multi-day Tours
Battlefield- The Ultimate Paintball Game,4.0,1,Game & Entertainment Centers
Tengboche Trekking,5.0,10,Multi-day Tours • Cultural Tours
Explore Kailash Treks Pvt Ltd,3.0,4,Multi-day Tours • Cultural Tours
Skylark Treks and Expedition,5.0,3,Cultural Tours • Sightseeing Tours
Red Carpet - Day Tours,5.0,3,Cultural Tours • Helicopter Tours
Nepal Aventure,5.0,3,City Tours • Climbing Tours
Adventure Alternative Nepal,5.0,2,City Tours • Cultural Tours
Harmony Spa,3.5,3,Spas
Car Hire Nepal,4.0,5,Bus Services • Taxis & Shuttles
Trekking Experts,5.0,3,Cultural Tours • Sightseeing Tours
Clothing Nepal Enterprises,3.0,1,Speciality & Gift Shops
Sacred Mount Kailash Pilgrimage,3.0,1,Private Tours
Ian Taylor Trekking,3.0,1,Hiking & Camping Tours
Alpine Adventure Club Treks & Expedition - Mountain Flight in Nepal,5.0,15,Hiking & Camping Tours • Air Tours
Alpine Mountain Trek Advisor,5.0,15,Multi-day Tours • Private Tours
Everest Alpine Trekking,5.0,21,Adrenaline & Extreme Tours • Hiking & Camping Tours
The Thunderides,4.0,5,Multi-day Tours • Cultural Tours
Goodwill Spa & Beauty Parlour,3.0,2,Spas
Endless Wave Adventure,5.0,2,River Rafting & Tubing • Kayaking & Canoeing
360 Gaming Zone,2.0,1,Game & Entertainment Centers
Live Adventure Expeditions,2.0,1,River Rafting & Tubing • Gear Rentals
Boundless Adventure,5.0,53,Helicopter Tours • Historical & Heritage Tours
Mountain Goat Trekking PvtLtd,5.0,5,Multi-day Tours • Hiking & Camping Tours
World Favour Travel & Tours,2.0,1,Adrenaline & Extreme Tours • Sightseeing Tours
Tour and Trek Nepal,5.0,17,Eco Tours • Hiking & Camping Tours
Travel Bird Nepal,5.0,2,Multi-day Tours • Hiking & Camping Tours
Nepal New Generation Trek and Adventure,3.5,2,Horse-Drawn Carriage Tours • Food Tours
Gandaki Tours and Travels,5.0,2,Multi-day Tours • Adrenaline & Extreme Tours
Virgin Nepal Trek and Expedition PvtLtd,5.0,2,River Rafting & Tubing
Eagle Eye Treks,5.0,2,Hiking & Camping Tours • Nature & Wildlife Tours
Tij York Trek & Expedition P Ltd - Day Tours,5.0,4,Hiking & Camping Tours
Top Adventure,5.0,2,Multi-day Tours • Private Tours
Asaki Treks & Expedition,5.0,2,Multi-day Tours • Adrenaline & Extreme Tours
Senate Club,5.0,9,Bars & Clubs
Adventure Mountain Nepal Trekking and Climbing PLtd,5.0,46,Multi-day Tours • Cultural Tours
Best Nepal Trek,5.0,2,City Tours • Cultural Tours
Berg Reisen Nepal P Ltd,5.0,2,City Tours • Multi-day Tours
Paintball Nepal,5.0,1,Game & Entertainment Centers
Cine de Chef,2.5,2,Movie Theaters
Himalayan Eco Adventure Pvt Ltd,5.0,2,City Tours • Helicopter Tours
United River Adventure,4.0,2,Other Outdoor Activities
Himalaya Asuka Treks & Expedition P Ltd,5.0,2,"Canyoning & Rappelling Tours • 4WD, ATV & Off-Road Tours"
Himalayan Unforgettable Adventure,5.0,2,Multi-day Tours • Cultural Tours
Everest Base Camp Heli Tour with Travel Beyond,4.5,2,Helicopter Tours
Enjoy Nepal Treks,5.0,46,Multi-day Tours • Climbing Tours
Himalaya Heaven Tours & Treks,2.5,3,City Tours • Cultural Tours
Greenline Tours,3.0,62,Bus Services
Clear Sky Treks & Expedition,5.0,126,Cultural Tours • Helicopter Tours
Muktinath Temple Tour,5.0,4,Multi-day Tours • Cultural Tours
Bajrayogini Pashmina,1.0,1,Speciality & Gift Shops
Travel In Nepal Treks Pvt Ltd,1.0,1,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Abbey International Treks & Expedition,5.0,19,Cultural Tours • Historical & Heritage Tours
Explore Manaslu,5.0,57,Multi-day Tours • Cultural Tours
Namaste Nepal Travels and Tours,5.0,6,Cultural Tours • Historical & Heritage Tours
Success Travels & Treks,5.0,1,Multi-day Tours • Hiking & Camping Tours
Bunk Tribe,1.0,1,Multi-day Tours • Helicopter Tours
Everest Himalaya Treks,5.0,6,Climbing Tours • Hiking & Camping Tours
Adventure Dream Himalaya Treks,5.0,12,Climbing Tours • Hiking & Camping Tours
Talixo - Kathmandu,1.0,1,Taxis & Shuttles
Himalayan Summit Treks And Expedition,5.0,9,Multi-day Tours • Climbing Tours
World Favour Travel & Tours,2.5,4,Adrenaline & Extreme Tours • Sightseeing Tours
Harmony Spa,2.5,7,Spas
Thrillhimalayacom,5.0,1,Multi-day Tours • Safaris
Cashmere heaven,4.0,5,Adrenaline & Extreme Tours
Vaishali Travels & Tours,5.0,1,Taxis & Shuttles • Hiking & Camping Tours
Mountain Safari - Day Tours,N,0,Safaris • Nature & Wildlife Tours
Sixth Sense Travel & Trekking,5.0,4,Adrenaline & Extreme Tours • Hiking & Camping Tours
Airlife Adventures,5.0,1,Helicopter Tours • Sightseeing Tours
Peaceful Nepal,5.0,1,Multi-day Tours • Climbing Tours
Muktinath Yatra,4.0,1,City Tours • Multi-day Tours
EVEREST HELI CHARTER,5.0,4,Helicopter Tours
Wildpath Adventure - Kathmandu Day Tour,5.0,26,Sightseeing Tours
Trek Nepal,N,0,Multi-day Tours • Helicopter Tours
imaginenepalteam,N,0,Climbing Tours • Hiking & Camping Tours
Save Himalayan Travel & Tours Pvt Ltd,N,0,Parasailing & Paragliding • River Rafting & Tubing
Everest Tour Nepal,N,0,City Tours • Multi-day Tours
Himalayan Steps,5.0,31,Multi-day Tours • Walking Tours
Nepal Trekking & Expedition,5.0,1,Hiking & Camping Tours
Shivam Group Holiday,3.5,13,Multi-day Tours • Helicopter Tours
Sun Nepal treks,N,0,Multi-day Tours • River Rafting & Tubing
Himalayan Sherpa Holidays,N,0,Multi-day Tours • Hiking & Camping Tours
Sherpa Khangri Outdoors,N,0,Multi-day Tours • Cultural Tours
Trek of Nepal,N,0,City Tours • Cultural Tours
BusSewa,N,0,Bus Services
Sahas Travels & Tours,N,0,City Tours • Multi-day Tours
Across The Himalayas Treks,N,0,Hiking & Camping Tours
Kharpunath Travels and Tours,N,0,City Tours • Historical & Heritage Tours
Mahalaxmi Vehicle Service,N,0,"4WD, ATV & Off-Road Tours • Taxis & Shuttles"
Star Adventure Asia Treks,5.0,1,City Tours • Multi-day Tours
Nepal Travel Team,5.0,3,Climbing Tours • Hiking Trails
Sapana Holiday Tours and Travel,N,0,Multi-day Tours • Cultural Tours
Bold Himalaya Treks and Travels Pvt Ltd,N,0,Multi-day Tours • Helicopter Tours
ABC Adventures Pvt Ltd,N,0,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Everest Hardwear,N,0,Private Tours
Nepal Trekking Trails (P) Ltd,5.0,5,Hiking & Camping Tours
VX Tours,5.0,1,Multi-day Tours • Hiking & Camping Tours
eNepaltour,5.0,1,City Tours • Multi-day Tours
Ticino Treks and Expedition,5.0,1,Taxis & Shuttles • Boat Tours
SevenOn Tours - Day Tours,N,0,City Tours • Cultural Tours
Himalayan Little Buddha Treks And Expedition,1.0,1,Adrenaline & Extreme Tours • Hiking Trails
Lama Treks & Expedition - Day Tours,5.0,2,Climbing Tours • Sightseeing Tours
Shree CC Handicraft,4.5,2,Speciality & Gift Shops
Himalayan Luxury Holidays,5.0,4,Multi-day Tours • Helicopter Tours
Pashmina In Nepal,5.0,3,Speciality & Gift Shops
Worldly People,5.0,14,Multi-day Tours • Cultural Tours
Great Escape Tours and Travels,5.0,9,Sightseeing Tours
Nepal Adventure Trek & Expedition (P) Ltd,5.0,4,Multi-day Tours • Climbing Tours
Serku Sherpa,5.0,1,Parasailing & Paragliding • Multi-day Tours
SHERPA GUIDE SERVICES,N,0,City Tours • Multi-day Tours
Glorious Wellness Spa,5.0,1,Health Clubs • Yoga & Pilates
Mystique Voyages Pvt Ltd,N,0,Multi-day Tours • Cultural Tours
Nepal New Generation Treks and Adventure,5.0,1,Multi-day Tours • Cultural Tours
Wildlife Safari Bardia,5.0,3,Eco Tours • Nature & Wildlife Tours
Paramount Holiday,N,0,Multi-day Tours • Safaris
Deepak Aryal,5.0,1,Sports Camps & Clinics • Beer Tastings & Tours
Off Road Nepal,N,0,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
NTB Adventures,5.0,22,City Tours • Multi-day Tours
S Nepal Tours & Travels,5.0,1,"4WD, ATV & Off-Road Tours • Bike Tours"
Best Trekking in Nepal,5.0,15,Cultural Tours • Climbing Tours
Nepal Mountain Biking,N,0,Multi-day Tours • Bike Tours
Beyond Himalaya - Day Tours,5.0,6,Sightseeing Tours
Khumbu Nangpala Trekking and Expedition,5.0,3,City Tours • Multi-day Tours
Woodcarving Studio,N,0,Speciality & Gift Shops
Isha Center,N,0,Lessons & Workshops
Adventures Himalaya,N,0,Other Outdoor Activities
The Target Arena,N,0,Game & Entertainment Centers
Undercover Kathmandu & Swayambhunath Day Tour,N,0,Sightseeing Tours
Nepal Himalaya Trek - Private Changunarayan Day Hiking,N,0,Hiking & Camping Tours • Private Tours
El Yak,N,0,Other Outdoor Activities
Tiger Trek - Day Tours,N,0,Hiking & Camping Tours
Mandala Pashmina & Handicrafts,N,0,Speciality & Gift Shops
Trip and Trek - Private Day Tours,N,0,Hiking & Camping Tours • Private Tours
National Woodworking Museum,N,0,Speciality Museums
Nepal Visitors Private Day Tours,N,0,Visitor Centers
Kathmandu Pashmina Collection Center,N,0,Speciality & Gift Shops
Aura Reiki Yoga Nepal,N,0,Yoga & Pilates
Ultra modern handicrafts,N,0,Speciality & Gift Shops
Triten Norbutse Monastery,N,0,Religious Sites
Adventure Milestone - Day Hike To Namo Buddha,N,0,Hiking & Camping Tours
Age Holidays Day Tours,N,0,Sightseeing Tours
Cross Country Tresks and Travel Expedition Pvt Ltd,N,0,Sightseeing Tours
About Nepal Treks,N,0,Hiking & Camping Tours • Private Tours
Happy Women Handicraft,N,0,Speciality & Gift Shops
Easy Heli Charter Service,N,0,Helicopter Tours
Nepal Mandala Travels - Day Tours,N,0,Cultural Tours • Historical & Heritage Tours
Take Me Trekking Ltd,N,0,Hiking & Camping Tours
Buddha Nepal Treks - Nagarkot Day Tours,N,0,Hiking & Camping Tours
Sunrise Transport and Tours Service,N,0,Private Tours
Beyond Himalaya,N,0,City Tours • Historical & Heritage Tours
White Stone Holiday Nepal,N,0,Cultural Tours • Historical & Heritage Tours
Infinite Tours and Travels,N,0,Taxis & Shuttles
Zeabrose Leather Boutique,N,0,Speciality & Gift Shops
Purna Work Shop,N,0,Art Galleries
Marker Stone - Day Tours,N,0,Sightseeing Tours
Encounter Karma Treks,N,0,City Tours • Nature & Wildlife Tours
Absolute Himalaya Treks,N,0,Climbing Tours • Hiking & Camping Tours
12d Cinema,N,0,Movie Theaters
Trip to Everest,N,0,Multi-day Tours • Helicopter Tours
Sound Planetarium,N,0,Speciality & Gift Shops
Land Rovers Overland,N,0,"4WD, ATV & Off-Road Tours"
Lost Paddle Adventure,N,0,River Rafting & Tubing
Nagarkot Hiking,N,0,Hiking Trails
Chakrapani Ayurveda Nepal,N,0,Spas
Virtue Travels & Tours Pvt Ltd,N,0,City Tours • Hiking & Camping Tours
Kathmandu Private Day Tour Package,N,0,City Tours • Cultural Tours
Shin Travels and Tours - Day Tours,N,0,City Tours • Cultural Tours
Car Mandu,N,0,Taxis & Shuttles
Alpine Exodus,N,0,Cultural Tours • Hiking & Camping Tours
Trek Holiday Nepal,N,0,Adrenaline & Extreme Tours • Hiking & Camping Tours
Nepal Vehicle Hire,N,0,Taxis & Shuttles
Freedom Nepal Treks and Expedition,N,0,Multi-day Tours • Eco Tours
Veggie Nepal,N,0,Multi-day Tours • Cultural Tours
Himalayan Independent Guides,N,0,Multi-day Tours • Cultural Tours
Karma Eco Adventure,N,0,Multi-day Tours • Hiking & Camping Tours
Beatific Slimming and Spa,N,0,Spas
Friendship Trekking,N,0,City Tours • Multi-day Tours
Nepal GoGo Treks,N,0,Multi-day Tours • Climbing Tours
Muktinath Yatra,N,0,Cultural Tours • Historical & Heritage Tours
The Matrix Adventure,N,0,Cultural Tours • Eco Tours
Travel-In Travel-Out,N,0,Multi-day Tours • Hiking & Camping Tours
Rainbow Thanka Gallery,N,0,Speciality & Gift Shops • Art Galleries
Buddha Eye Treks,N,0,Multi-day Tours • Cultural Tours
Nepal Trek Ways Pvt Ltd,N,0,City Tours • Sightseeing Tours
Snowbird Treks & Adventure Pvt Ltd,N,0,Multi-day Tours • Hiking & Camping Tours
Go! Running Tours Kathmandu,N,0,City Tours • Cultural Tours
Apex Asia Travel & Trekking,N,0,Air Tours
YogHimalaya,N,0,Yoga & Pilates
Travel Beyond Pvt Ltd,N,0,Multi-day Tours • Sightseeing Tours
Travel Her Way,N,0,Climbing Tours
Picturesque,N,0,City Tours • Multi-day Tours
Signature Holidays,N,0,Multi-day Tours • Climbing Tours
Xtreme Climbers,N,0,Multi-day Tours • Adrenaline & Extreme Tours
E Travel Nepal,N,0,City Tours • Multi-day Tours
Adventure Mountain Club,N,0,Multi-day Tours • Climbing Tours
Sherpa Altitude Adventure Treks and Expedition,N,0,Multi-day Tours • Climbing Tours
Amantran Spa & Salon,N,0,Spas
Baba Tour And Travel,N,0,City Tours • Multi-day Tours
Sherpa Land Adventure,N,0,Multi-day Tours • Climbing Tours
Heavenly Himalaya Treks & Tours,N,0,Multi-day Tours • Cultural Tours
Secrets of the Himalaya,N,0,"4WD, ATV & Off-Road Tours • Bike Tours"
Castello Cashmere,N,0,Speciality & Gift Shops
Tourist Adventure International,N,0,Multi-day Tours • Hiking & Camping Tours
QFX Kumari,N,0,Movie Theaters
Red Carpet,N,0,Multi-day Tours • Cultural Tours
Api Himal Treks & Expedition,N,0,City Tours • Multi-day Tours
Travel Nepal,N,0,Multi-day Tours • Canyoning & Rappelling Tours
Auronepal Travel and Trek,N,0,Multi-day Tours • Historical & Heritage Tours
Adventure Advisor Nepal,N,0,Multi-day Tours • Historical & Heritage Tours
Journey 2 himalaya Treks,N,0,Multi-day Tours • Cultural Tours
Joyful Trekking,N,0,Parasailing & Paragliding • Multi-day Tours
Arnav Travel,N,0,Distillery Tours • Taxis & Shuttles
Alpine Pashmina House,N,0,Speciality & Gift Shops
Trekker Nepal,N,0,Multi-day Tours • Climbing Tours
Ecovoyage Travel and Tours,N,0,Parasailing & Paragliding • River Rafting & Tubing
Adventure Ascent,N,0,Climbing Tours • Sightseeing Tours
Shanti Yoga Ashram,N,0,Yoga & Pilates
Mam Holidays,N,0,Multi-day Tours • Canyoning & Rappelling Tours
Trek Dream Nepal,N,0,Eco Tours • Hiking & Camping Tours
Sherpa Himalaya,N,0,Multi-day Tours • Historical & Heritage Tours
Sherpa Mountains and Adventure,N,0,Hiking & Camping Tours
Black Stork Trek and Expedition,N,0,Multi-day Tours • Cultural Tours
Temple Bar - Irish Pub,N,0,Bars & Clubs
Sherpa Shepherds,N,0,Multi-day Tours • Climbing Tours
Ocean To Sky Adventures,N,0,Hiking & Camping Tours
Experience Earth,N,0,Multi-day Tours • Cultural Tours
Sherpa Khumbiyila Adventures,N,0,Multi-day Tours • Climbing Tours
Namaste Roving Tours And Travels,N,0,Multi-day Tours • Cultural Tours
FunExpedia,N,0,Climbing Tours
Adventure Polygon,N,0,Multi-day Tours
Hike Nepal,N,0,Cultural Tours • Safaris
Nepal Academy Treks and Expedition,N,0,Multi-day Tours • Climbing Tours
Nepal Seasonal Adventure Treks,N,0,City Tours • Multi-day Tours
Dream Carrier Treks and Expedition,N,0,Climbing Tours • Eco Tours
Nepal Snowfall Mountains Treks and Expeditions,N,0,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Typical Himalayan Treks & Expedition,N,0,City Tours • Multi-day Tours
Ocean to Sky Adventures,N,0,Hiking & Camping Tours
Adventure Mountain Nest,N,0,Multi-day Tours • River Rafting & Tubing
Taiao Nepal Eco Treks,N,0,Multi-day Tours • Hiking & Camping Tours
Jyotirlingeshwor,N,0,Religious Sites
Heaven Hikers Adventure,N,0,Multi-day Tours • Cultural Tours
Shahid Gate,N,0,Points of Interest & Landmarks • Monuments & Statues
Himalaya Safty Treks & Expedition,N,0,Multi-day Tours • Hiking & Camping Tours
"ARTUDIO ""Centre for Visual Arts""",N,0,Art Galleries
Standard Chartered Vehicle Service Pvt  Ltd,N,0,Taxis & Shuttles
Happyharitrek & Expeditions,N,0,Climbing Tours
Ganga Jamuna Adventure Treks & Expedition,N,0,Cultural Tours • Sightseeing Tours
Express Himalaya Travel,N,0,Parasailing & Paragliding
Body & Mind - A Healing Spa,N,0,Spas
Climbing Expedition,N,0,Multi-day Tours • Hiking & Camping Tours
Rose Mountain Tours and Travels,N,0,Multi-day Tours • Sightseeing Tours
Himalayan Pilgrimage Journey,N,0,Sightseeing Tours
Fresh Liquorland,N,0,Speciality & Gift Shops
Chulu Far East Peak,N,0,Multi-day Tours • Climbing Tours
Yogadham,N,0,Yoga & Pilates • Lessons & Workshops
Himalayan Treks,N,0,Multi-day Tours • Hiking & Camping Tours
Mystical Nepal Treks,N,0,Hiking & Camping Tours
Simsime Travels & Tours,N,0,Multi-day Tours • River Rafting & Tubing
Lalman Trek and Expedition,N,0,Multi-day Tours • Climbing Tours
Meraki Adventure,N,0,Multi-day Tours • Hiking & Camping Tours
Book Paradise,N,0,Speciality & Gift Shops
FCube Cinemas,N,0,Movie Theaters
Trip Himalaya Treks & Expedition (P) LTD,N,0,Multi-day Tours • Canyoning & Rappelling Tours
Travel Devisers,N,0,City Tours • Multi-day Tours
Destination Everest,N,0,City Tours • Multi-day Tours
Krishna International Travels and Tours,N,0,Multi-day Tours • River Rafting & Tubing
Ganesh Himal Trekkings & Tours PL,N,0,Cultural Tours • Helicopter Tours
Four Himalayan Magic,N,0,Multi-day Tours • Climbing Tours
Tourism Society,N,0,Multi-day Tours • Historical & Heritage Tours
Top Tour Nepal,N,0,City Tours • Cultural Tours
Travelling Fantasy,N,0,Multi-day Tours • Hiking & Camping Tours
Blue Bird Travel and Tours,N,0,City Tours • Multi-day Tours
Sherpa Guides Service,N,0,Climbing Tours • Sightseeing Tours
Great Himalayan Riders,N,0,Multi-day Tours • Biking Trails
Me Travel and Tours,N,0,City Tours • Hiking & Camping Tours
Tashi Delek Nepal Treks,N,0,Climbing Tours • Sightseeing Tours
