title,avg_rating,voted_by,genre
Friends Adventure Team,5.0,251,Canyoning & Rappelling Tours • Walking Tours
Outshine Adventure,5.0,268,City Tours • Cultural Tours
Flying Buddha Paragliding,5.0,777,Parasailing & Paragliding
Osho Divine Zone,5.0,119,Yoga & Pilates • Spas
A One Trek,5.0,142,Multi-day Tours • Sightseeing Tours
Discovery World Trekking,5.0,555,Multi-day Tours • River Rafting & Tubing
Breathe Nepal Trekking,5.0,405,Multi-day Tours • Sightseeing Tours
Nepal Gateway Trekking,5.0,147,Hiking & Camping Tours • Private Tours
THE SU4E HOME,5.0,157,Eco Tours • Nature & Wildlife Tours
Friendly Trekkers Adventure,5.0,208,"Literary, Art & Music Tours • Climbing Tours"
Access Nepal Tour & Trekking,5.0,294,Multi-day Tours • Hiking & Camping Tours
Trekking Team Group,5.0,144,Cultural Tours • Eco Tours
Destination Himalaya Treks and Expedition,5.0,153,Multi-day Tours • Sightseeing Tours
Earthbound Expeditions,5.0,565,Multi-day Tours • Cultural Tours
Unique Path Trekking & Expedition,5.0,140,City Tours • Cultural Tours
Travel Maker South Asia,5.0,225,Cultural Tours • Adrenaline & Extreme Tours
Nepal Alibaba Treks & Tours Pvt Ltd,5.0,105,Multi-day Tours • Hiking & Camping Tours
Alpine Ramble Treks,5.0,240,Multi-day Tours • Cultural Tours
Info Nepal Treks and Expedition,5.0,206,City Tours • River Rafting & Tubing
Mountain Overview Paragliding,5.0,250,Parasailing & Paragliding
Epic Adventures - Day Tours,5.0,259,Cultural Tours • Historical & Heritage Tours
Hiking Adventure Treks,5.0,115,City Tours • Cultural Tours
Village to Village Trekking - Day Tours,5.0,160,Hiking & Camping Tours
Nepal Hiking Adventure Company - Private Day Tours,5.0,172,Hiking & Camping Tours
Satori Adventures,5.0,179,City Tours • Helicopter Tours
Happyland Treks,5.0,128,Multi-day Tours • Hiking & Camping Tours
The Tibetan Encounter Day Tours,5.0,540,Cultural Tours • Walking Tours
Adventure Nepal Eco Treks - Private Kathmandu Day Tour,5.0,141,Eco Tours
Nepal Cooking School,5.0,723,Cooking Classes
White Hill Adventure,5.0,190,Sightseeing Tours • Day Trips
Apex Himalaya Trek and Tour – Private Day Tours,5.0,142,Cultural Tours • Sightseeing Tours
Mountain Monarch Adventures - Private Day Tours,5.0,529,Walking Tours • Climbing Tours
Into Nepal,5.0,122,City Tours • Multi-day Tours
Himalayan Adventure,5.0,179,Multi-day Tours • Hiking & Camping Tours
Sisne Rover Trekking,5.0,170,City Tours • Helicopter Tours
Nepal Trekking Experts Pvt Ltd,5.0,308,City Tours • Multi-day Tours
Nepal Explore Summit Trek Pvt Ltd,5.0,217,Sightseeing Tours
Third Eye Adventure,5.0,207,Cultural Tours • Historical & Heritage Tours
Base Camp Adventure,5.0,288,Multi-day Tours • Adrenaline & Extreme Tours
Backpacker Treks and Expedition,5.0,125,Historical & Heritage Tours • Sightseeing Tours
AID Journeys & Adventure,5.0,88,City Tours • Climbing Tours
Peak to Peak Tours and Treks Pvt Ltd,5.0,109,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Gokyo Treks and Expedition,5.0,315,Hiking & Camping Tours • Private Tours
Himalayas On Foot - Day Tours,5.0,182,Private Tours
Fewa Trail Treks - Kathmandu,5.0,95,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
High Venture Plus,5.0,334,City Tours • Multi-day Tours
Four Brothers Adventure Travel,5.0,296,Sightseeing Tours
Hearts & Tears Motorcycle Club,5.0,141,Motorcycle Tours
Mountain World Treks - Day Tours,5.0,356,Hiking & Camping Tours
Nepal Peak Adventure,5.0,96,Multi-day Tours • Climbing Tours
Escape Himalaya Trek and Expedition,5.0,86,City Tours • Multi-day Tours
Advance Paragliding,5.0,392,Parasailing & Paragliding
Good Vibe Adventure,5.0,242,Sightseeing Tours • Hiking & Camping Tours
Adventure Himalaya Circuit Treks and Tours - Private Day Tours,5.0,375,Hiking & Camping Tours • Private Tours
Adventure Treks Nepal,5.0,271,Hiking & Camping Tours • Private Tours
City Motorbike,5.0,162,"4WD, ATV & Off-Road Tours • Motorcycle Tours"
Nepal Yoga Home,5.0,325,Yoga & Pilates
Nepal Dynamic Eco Tours and Services,5.0,241,Multi-day Tours • Walking Tours
Freedom Adventures,5.0,234,Hiking & Camping Tours
Himalayan Glacier Trekking - Private Day Tours,5.0,479,Multi-day Tours • Cultural Tours
Trek Nepal Int'l - Day Tours,5.0,188,Hiking & Camping Tours
Trekking Planner - Private One Day Activities,5.0,285,Hiking & Camping Tours
Index Adventure,5.0,222,City Tours • River Rafting & Tubing
Himkala Adventure,5.0,614,City Tours • Adrenaline & Extreme Tours
Mission Himalaya Treks - Private Day Tour,5.0,102,Helicopter Tours • Sightseeing Tours
ABC Trek and Tour,5.0,146,Hiking & Camping Tours
Sunrise Paragliding,5.0,577,Parasailing & Paragliding
Purna Yoga & Treks,5.0,270,Hiking & Camping Tours
Mission Eco Trek - Day Tours,5.0,182,Hiking & Camping Tours
Atmashree Yoga Retreat,5.0,310,Yoga & Pilates
Adventure Bound,5.0,255,Cultural Tours • Historical & Heritage Tours
Himalayan Partner Treks & Expedition,5.0,166,Multi-day Tours • Hiking & Camping Tours
Adventure Mountain Explore Trek & Expedition,5.0,269,Multi-day Tours • Helicopter Tours
World Himalayan Destination Pvt Ltd,5.0,132,Hiking & Camping Tours
Bliss Spa,5.0,89,Yoga & Pilates • Spas
Nepal Ascent Treks,5.0,98,Multi-day Tours • Adrenaline & Extreme Tours
Breakfree Adventures - Private Day Tours,5.0,395,City Tours • Helicopter Tours
Mountain Adventure Trekking (Pvt) Ltd,5.0,119,Bike Tours
Trekking Team Pvt Ltd - Day Tours,5.0,545,Hiking & Camping Tours
Actual Adventure Trekking and Expedition,5.0,263,Cultural Tours • Eco Tours
Himalaya Hub Adventure,5.0,514,City Tours • Multi-day Tours
Nepal Travel Advisor (S/N),5.0,106,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Peace Nepal Treks - Day Tours,5.0,183,Climbing Tours • Hiking & Camping Tours
Himalayan Abode Travels and Tours Treks and Expeditions - Private Kathmandu Day Tour,5.0,204,Hiking & Camping Tours • Private Tours
Nepal Wilderness Trekking,5.0,171,Multi-day Tours • Historical & Heritage Tours
Explore Himalaya Travel & Adventure - Private Day Tours,5.0,256,Bike Tours • Climbing Tours
Himalayan Wonders Day Tours,5.0,486,Sightseeing Tours
Adventure White Himalaya Treks,5.0,103,Multi-day Tours • Climbing Tours
Himalayan Gateway Trek,5.0,135,River Rafting & Tubing • Historical & Heritage Tours
Seeing Hands Clinic,5.0,608,Spas
Mountain Sun Valley Treks and Expedition,5.0,151,Taxis & Shuttles • Hiking & Camping Tours
Mountain Ram Adventures,5.0,217,Historical & Heritage Tours • Hiking & Camping Tours
Nepali Cooking Course - Day Class,5.0,279,Cooking Classes
Saara Tourism Nepal-Kathmandu,5.0,82,Multi-day Tours • Motorcycle Tours
Hanuman Paragliding,5.0,116,Parasailing & Paragliding
Middle Path Spa,5.0,188,Yoga & Pilates • Spas
Amigo Treks & Expedition - Day Tours,5.0,297,Helicopter Tours • Adrenaline & Extreme Tours
Paddle Nepal - Day Tours,5.0,334,River Rafting & Tubing • Canyoning & Rappelling Tours
Nepal Trek Adventure and Expedition,5.0,127,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
Orbit Nepal Adventure,5.0,167,Canyoning & Rappelling Tours • Hiking & Camping Tours
Adventure Vision Treks and Travels,5.0,186,Parasailing & Paragliding • Cultural Tours
SK Handicrafts Export,5.0,312,Speciality & Gift Shops
Green Valley Nepal Treks & Research Hub - Day Tours,5.0,533,Cultural Tours • Historical & Heritage Tours
Scenic Nepal Treks & Expedition,5.0,169,City Tours • Multi-day Tours
Outfitter Nepal Treks and Expedition,5.0,433,City Tours • Multi-day Tours
Trekking Guide Team Adventure,5.0,308,Hiking & Camping Tours
Funny Nepal Treks & Expedition - Private Day Tours,5.0,245,Hiking & Camping Tours
Nature Lovers Treks & Tours,5.0,151,City Tours • Multi-day Tours
Backstreet Academy,5.0,572,Cultural Tours • Shopping Tours
Pokhara Mountain Bike Adventure - Day Trips,5.0,285,Bike Tours
Unique Adventure International P Ltd,5.0,446,Cultural Tours • Walking Tours
Frontiers Paragliding,5.0,392,Parasailing & Paragliding
Mount Mania Treks & Expedition,5.0,94,Multi-day Tours • Hiking & Camping Tours
The Nepal Trekking Company,5.0,100,Helicopter Tours • Historical & Heritage Tours
Adventure Master Treks,5.0,172,City Tours • Cultural Tours
The Everest Holiday,5.0,145,Multi-day Tours • Historical & Heritage Tours
Ammonite Adventures,5.0,256,Sightseeing Tours
Adventure Great Himalaya - Private Day Tours,5.0,200,Private Tours
Tribikram Yoga,5.0,140,Yoga & Pilates
Nepal Private Guide Services,5.0,102,Multi-day Tours • Helicopter Tours
Thamel Spa,5.0,304,Yoga & Pilates • Spas
Prime Himalayas,5.0,373,Hiking & Camping Tours • Private Tours
Nepal Mountain Club Pvt Ltd,5.0,192,City Tours • Cultural Tours
Top of the World Adventure,5.0,222,Parasailing & Paragliding • City Tours
Team 5 Nepal Paragliding,5.0,344,Parasailing & Paragliding
Himalaya Guide Nepal,5.0,114,Hiking & Camping Tours • Private Tours
Mandala Studio Yoga & Spa,5.0,414,Yoga & Pilates • Spas
Blue Mountain Travels - Private Mountain Flight Day Tours,5.0,341,Private Tours • Air Tours
Nepal Social Treks and Expedition,5.0,403,River Rafting & Tubing • Walking Tours
Purna Yoga Retreat,5.0,348,Yoga & Pilates
Glorious Himalaya Trekking,5.0,95,Sightseeing Tours • Hiking & Camping Tours
Ananda Natural Therapy,5.0,766,Spas
Himalayan Planet Adventures Day Tours,5.0,356,Sightseeing Tours • Day Trips
Himalayan Scenery Treks and Expedition,5.0,309,Hiking & Camping Tours
Jiva Cafe & Spa,5.0,335,Yoga & Pilates • Spas
Himalayan Social Journey,5.0,1531,Historical & Heritage Tours • Sightseeing Tours
Socialtours,5.0,402,City Tours • Shopping Tours
Mukti Yoga Retreat,5.0,81,Yoga & Pilates
Movie Garden,5.0,324,Movie Theaters • Bars & Clubs
Kathmandu Urban Adventures,5.0,215,Cultural Tours • Historical & Heritage Tours
Great Vision Trek & Expedition - Day Tours,5.0,298,City Tours • Cultural Tours
Tourist Link Treks and Expedition,5.0,118,Adrenaline & Extreme Tours • Climbing Tours
Explore Kathmandu,5.0,103,Cultural Tours • Historical & Heritage Tours
Kinjjala Spa,5.0,103,Spas
Himalayan Magic Treks,5.0,125,Cultural Tours • Climbing Tours
Zen Spa,4.5,247,Spas
United Jungle Guide Service,5.0,106,"4WD, ATV & Off-Road Tours • Walking Tours"
Eyes On Nepal,5.0,136,Cultural Tours • Helicopter Tours
India Odyssey Tours - Day Tour of Kathmandu,5.0,102,Sightseeing Tours
Himalayan Spirit Adventure Treks and Expeditions,5.0,448,Historical & Heritage Tours • Sightseeing Tours
Royal Mountain Travel,5.0,110,Multi-day Tours • Sightseeing Tours
Aiming Adventure,5.0,83,Multi-day Tours • Helicopter Tours
Phoenix Paragliding Adventures,5.0,192,Parasailing & Paragliding
AVIA CLUB NEPAL,4.5,461,Parasailing & Paragliding • Adrenaline & Extreme Tours
High Himalayan Trekking and Expedition - Day Tours,5.0,105,River Rafting & Tubing • Cultural Tours
Nepal Intrepid Treks and Expedition,5.0,90,River Rafting & Tubing • Historical & Heritage Tours
iTour Nepal Private Day Tours,5.0,97,City Tours • Cultural Tours
Prana Treks & Expedition Pvt Ltd,5.0,95,Hiking & Camping Tours • Day Trips
Tour Guide In Nepal,5.0,74,Private Tours • Self-Guided Tours & Rentals
Alpine Eco Trek & Expedition,5.0,107,City Tours • River Rafting & Tubing
My Everest Trip,5.0,126,Multi-day Tours • Hiking & Camping Tours
Mountain Treks Nepal,5.0,82,River Rafting & Tubing • Sightseeing Tours
Hikers Haven,5.0,70,Cultural Tours • Sightseeing Tours
Nepal Hidden Treks and Expedition P Ltd,5.0,115,Hiking & Camping Tours
Nepal Planet Treks and Expedition P Ltd,5.0,87,Multi-day Tours • Sightseeing Tours
GAP Year Nepal,5.0,99,City Tours • Cultural Tours
Karnali Excursions - Day Tours,5.0,169,Sightseeing Tours
Alliance Adventure,5.0,81,Multi-day Tours • Hiking & Camping Tours
Kailash Journeys Pvt Ltd,4.5,251,Historical & Heritage Tours • Sightseeing Tours
Annapurna Foothills Treks & Expedition Pvt Ltd,5.0,120,Multi-day Tours • Eco Tours
Icicles Adventure Treks & Tours Day Tours,5.0,174,Multi-day Tours • Climbing Tours
Seeing Hands,4.5,405,Spas
Cook With Delight,5.0,71,Cooking Classes
Trekking and Tour for Fair Tourism,5.0,95,Parasailing & Paragliding • Walking Tours
The Mountain House Treks & Expedition Pvt Ltd,5.0,118,"Parasailing & Paragliding • 4WD, ATV & Off-Road Tours"
Trek and Adventure Nepal,5.0,74,City Tours • Multi-day Tours
Visit Heaven Treks,5.0,118,City Tours • Historical & Heritage Tours
Blue Sky Paragliding,5.0,144,Parasailing & Paragliding
Manakamana Treks & Expedition Day Tours,5.0,147,Hiking & Camping Tours • Day Trips
Langtang Ri Trekking & Expedition,5.0,197,Hiking & Camping Tours • Nature & Wildlife Tours
Beyond The Limits Trek and Expedition P Ltd,5.0,113,Multi-day Tours • Helicopter Tours
Ankit Treks,5.0,110,Hiking & Camping Tours • Private Tours
Skylark Himalayan Tours & Travels,5.0,74,Multi-day Tours • Climbing Tours
3 Sisters Adventure Trekking,5.0,101,Multi-day Tours • Hiking & Camping Tours
Himalayan Joy Adventure,5.0,106,River Rafting & Tubing • Helicopter Tours
AGH Trekking,5.0,94,Historical & Heritage Tours • Hiking & Camping Tours
Nepal Tour Guide Team Trek & Expedition,5.0,104,Historical & Heritage Tours • Eco Tours
Nepal Tibet Tours & Treks,5.0,98,Hiking & Camping Tours
Flyeast Nepal,5.0,110,Multi-day Tours • Adrenaline & Extreme Tours
Touch The Himalaya Treks & Expedition,5.0,138,Hiking & Camping Tours • Private Tours
Marvel Adventure Pvt Ltd,5.0,81,Cultural Tours • Historical & Heritage Tours
Unique Waymaker Treks & Expedition,5.0,196,Hiking & Camping Tours • Private Tours
Luxury Holidays Nepal Pvt Ltd,5.0,140,City Tours • Multi-day Tours
Budget Adventure Treks & Expeditions Private Day Tours,5.0,193,Hiking & Camping Tours • Private Tours
GN Reiki Meditation Center,5.0,96,Yoga & Pilates
Nepalorama Trekking,5.0,78,City Tours • Multi-day Tours
Remarkable Adventure Trek,5.0,74,River Rafting & Tubing • Sightseeing Tours
Nepal Spiritual Trekking Pvt Ltd - Day Tours,5.0,118,Hiking & Camping Tours • Private Tours
Rapidrunner Expeditions - Day Tours,5.0,139,Sightseeing Tours
Himalayan Dream Team,5.0,82,Multi-day Tours • Cultural Tours
Dolma Treks & Adventure,5.0,62,Multi-day Tours • Safaris
Himalayan Holyland Treks and Expedition,5.0,67,Multi-day Tours • Historical & Heritage Tours
Fewa Trail Treks and Expedition,5.0,99,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
AM Travels and Tours,5.0,71,"Multi-day Tours • 4WD, ATV & Off-Road Tours"
High Pass Adventure Pvt Ltd,5.0,72,Multi-day Tours • Sightseeing Tours
Thin Air Adventure - Private Day Tours,5.0,88,Private Tours • Air Tours
Namche Bazaar,4.5,127,Bars & Clubs
Nepal Teahouse Trekking - Day Tours,5.0,80,City Tours • Cultural Tours
Seeing Hands,5.0,107,Spas
Himalayan Healers,5.0,77,Spas
North Nepal Travels & Treks,5.0,72,Multi-day Tours • Helicopter Tours
Sublime Trails,5.0,76,Cultural Tours • Historical & Heritage Tours
Nepal Unique Treks & Expedition - Day Tours,5.0,86,Climbing Tours • Sightseeing Tours
Adventure White Mountain,5.0,64,City Tours • Multi-day Tours
Royal Tenshi Treks Pvt Ltd,5.0,84,Hiking & Camping Tours
Imperial Nepal Private Day Tours,5.0,217,City Tours • Hiking & Camping Tours
Bharal Adventure,5.0,76,Parasailing & Paragliding • Cultural Tours
Kathmandu Adventure Treks - Day Tour,5.0,102,Hiking & Camping Tours
Cloudbase Paragliding Nepal,5.0,103,Parasailing & Paragliding
Adventure Club Treks and Expedition Mountain Flight,5.0,103,Hiking & Camping Tours • Air Tours
Walk Mountain,5.0,144,Multi-day Tours • Helicopter Tours
Sherpa Brothers Treks and Expedition,5.0,84,Multi-day Tours • Climbing Tours
Himalaya Trekking Team Pvt Ltd Private Day Tours,5.0,81,Cultural Tours • Climbing Tours
Sound Healing Nepal,5.0,64,Lessons & Workshops
Swotah Travel and Adventure,5.0,70,Multi-day Tours • Cultural Tours
Life Dream Adventure Pvt Ltd Private Day Tours,5.0,96,Historical & Heritage Tours • Private Tours
Nepal Alternative Treks & Expeditions Pvt Ltd,5.0,163,City Tours • Sightseeing Tours
Mount Face Nepal Day Tours,5.0,81,City Tours • Sightseeing Tours
Earth Nepal Travel & Trek Day Tours,5.0,85,City Tours • Hiking & Camping Tours
Luxury Holiday Treks (P) Ltd,5.0,152,City Tours
Sawar Meditation and Yoga Center,5.0,65,Yoga & Pilates
Zam Zam Trekking,5.0,69,City Tours • Multi-day Tours
Outdoor Himalayan Treks - Private Day Tours,5.0,351,Hiking & Camping Tours • Private Tours
Wonderland Treks (Utsav),5.0,67,Multi-day Tours • Hiking & Camping Tours
Snowy Horizon Treks & Expedition,5.0,179,Hiking & Camping Tours • Private Tours
AAA Treks & Expedition,5.0,63,Eco Tours • Private Tours
Crystal Mountain Treks,5.0,58,Multi-day Tours • Bike Tours
Himalayan Trip Nepal Private Day Tours,5.0,106,Walking Tours • Hiking & Camping Tours
Transport Hub Nepal,5.0,62,Taxis & Shuttles
Holiday Hiking Team,5.0,73,Hiking & Camping Tours • Nature & Wildlife Tours
Global Adventure Trekking,5.0,124,Hiking & Camping Tours
Adventure Himalaya Nepal,5.0,66,Cultural Tours • Climbing Tours
Begnas Yoga & Retreat,5.0,64,Yoga & Pilates
Nepal Spa and Wellness pvtltd,5.0,127,Spas
Adventure Leaders Nepal,5.0,126,City Tours • Cultural Tours
Nepal Hiking Trek,5.0,79,City Tours • Helicopter Tours
Real Therapy & Beauty Point,5.0,144,Spas
Nepal Mountain Trekkers - Day Tours,5.0,117,Cultural Tours • Helicopter Tours
Nepal Royal Tourism Holiday,5.0,72,Boat Tours
Life Door Treks & Expedition,5.0,66,Multi-day Tours • Climbing Tours
Spiritual Excursion Private Limited,5.0,68,City Tours • Cultural Tours
Trek Nepal Himalayas,5.0,92,Multi-day Tours • Day Trips
Couch Adventure Nepal (CAN) - Kathmandu Branch,5.0,70,City Tours • Walking Tours
GRG's Adventure Kayaking - Day Tours,5.0,165,River Rafting & Tubing • Adrenaline & Extreme Tours
Step By Step Treks & Adventures PvtLtd,5.0,69,Cultural Tours • Helicopter Tours
Three Jewels Adventures,5.0,72,Helicopter Tours • Walking Tours
Wildlife Adventure Tours,5.0,64,Nature & Wildlife Tours
Big Sky Treks and Expeditions,5.0,191,Multi-day Tours • Cultural Tours
Magic Himalaya Treks,5.0,73,Cultural Tours • Historical & Heritage Tours
Adventure Magic Treks & Expedition,5.0,190,Hiking & Camping Tours
Nectar Spa,4.5,137,Spas
Himalaya Heart Treks & Expeditions,5.0,202,Helicopter Tours • Eco Tours
Adventure Thirdpole Treks,5.0,142,City Tours • Multi-day Tours
Asian Heritage Treks and Expeditions,5.0,246,Eco Tours
Mount Fuji Adventure Pvt Ltd,5.0,87,Multi-day Tours • Hiking & Camping Tours
Himalayan Trekkers,5.0,167,Cultural Tours • Historical & Heritage Tours
Nepal Promote Treks and Expedition,5.0,59,Multi-day Tours • Hiking & Camping Tours
Responsible Treks,5.0,65,Cultural Tours • Eco Tours
Social Tourism Nepal,5.0,54,City Tours • Multi-day Tours
Himalayan Single Track,5.0,162,Private Tours
Himalaya Seekers Treks & Expedition,5.0,58,City Tours • Cultural Tours
Amazing Nepal Holidays,5.0,53,Multi-day Tours • Hiking & Camping Tours
Malla Sisters Women Adventure Guides,5.0,69,Eco Tours
Frolic Adventure Pvt Ltd,5.0,70,Historical & Heritage Tours • Sightseeing Tours
Nepal Mother House,5.0,91,Adrenaline & Extreme Tours • Private Tours
Alpine Club Of Himalaya - Private Day Trip,5.0,250,Private Tours
